App Name,App Id,Category,Rating,Rating Count,Installs,Minimum Installs,Maximum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Developer Website,Developer Email,Released,Last Updated,Content Rating,Privacy Policy,Ad Supported,In App Purchases,Editors Choice,Scraped Time
خواص گیاهان دارویی و میوه ها,kurdsofts.net.khavas_mive,Medical,4.6,4047,"100,000+",100000,424167,True,0,USD,8.1M,4.2 and up,payam ghader kurehpaz,https://7ganj.ir,info@kurdsofts.net,"Oct 12, 2017","Sep 06, 2020",Everyone,http://kurdsofts.net/privacy_policy.html,True,False,False,2021-06-15 20:19:45
Las recetas de pincho son fáciles y deliciosas.,com.nuevareceta.pincho,Communication,0.0,0,10+,10,29,True,0,USD,12M,4.1 and up,Ultimate Recipes,https://ultimaterecipess.blogspot.com/,ati.jackson77@yahoo.com,"May 10, 2020","May 11, 2020",Everyone,https://ultimaterecipess.blogspot.com/2019/12/privacy-policy.html,False,False,False,2021-06-15 20:19:45
Asif Habibi chanson Saad Lamjarred,com.oatjohndrip.asifhabibisaadlamjarred,Music & Audio,0.0,0,500+,500,502,True,0,USD,3.8M,4.1 and up,OatJohn Drip,,dbibb@student.mtsac.edu,"Feb 27, 2020","Feb 28, 2020",Everyone,,True,False,False,2021-06-15 20:19:45
O Alcorão em português,com.alcorao.portugues,Books & Reference,4.3,86,"10,000+",10000,14463,True,0,USD,7.2M,4.0 and up,Apps of the future,http://www.larisapps.com,aplicativosreceitas@gmail.com,"May 16, 2019","May 17, 2019",Everyone,https://sites.google.com/view/larisappsprivacypolicy/p%C3%A1gina-inicial,True,False,False,2021-06-15 20:19:45
Benefit of Pomegranate,com.beautifulp.benefitofpomegranate,Education,0.0,0,100+,100,103,True,0,USD,5.1M,4.1 and up,Md. Rakib Uddin,,alaminkhan669966@gmail.com,"Jan 2, 2020","Jan 02, 2020",Everyone,https://alaminapp.blogspot.com/2019/12/benefit-of-pomegranate.html,True,False,False,2021-06-15 20:19:45
Easy Urdu Keyboard:Urdu and English Keyboard 2020,com.wowapps.urdukeyboard,Tools,4.8,12,"1,000+",1000,3381,True,0,USD,24M,4.4 and up,WOW APPS,,wowapps92@gmail.com,"Jun 9, 2019","Feb 29, 2020",Everyone,https://sites.google.com/view/wowapps-keyboards/home,True,False,False,2021-06-15 20:19:45
"Free Uc and Royal pass,Free Vbuks,FREE Bp & CP",com.dev.roblex_app_new,Tools,0.0,0,"1,000+",1000,3993,True,0,USD,13M,4.4 and up,"DAimond and Vbuks , Free UC and pass",,rittypatel28@gmail.com,"Oct 12, 2020","Oct 13, 2020",Everyone,https://aurorateam16.blogspot.com/2019/05/privacy-policy-by-aurora-team.html,True,False,False,2021-06-15 20:19:45
The Brownie Strategist,com.UshkalkaMob.TheBrownieStrategist,Strategy,4.1,42,"1,000+",1000,2828,True,0,USD,3.2M,3.0 and up,UshkalkaMob,,thebrowniestrategist@gmail.com,"Feb 25, 2014","Oct 27, 2015",Everyone,,True,False,False,2021-06-15 20:19:45
SPConecta,net.moblee.investesp,Events,0.0,0,100+,100,109,True,0,USD,10M,4.1 and up,mobLee,,central@moblee.net,"Sep 23, 2019","Sep 23, 2019",Everyone,http://eula.moblee.com.br/policy.html,False,False,False,2021-06-15 20:19:45
Pitch Ideas -Share your Creativity,com.bobby.pitch,Productivity,4.9,11,10+,10,25,True,0,USD,11M,4.1 and up,Visionary Apps Studio,,machinelearning.2121@gmail.com,"Apr 17, 2021","May 01, 2021",Teen,,False,False,False,2021-06-15 20:19:45
তরুণ (Tarun),com.pathagar.tarun,Books & Reference,4.8,1324,"50,000+",50000,56129,True,0,USD,12M,4.0.3 and up,BICS,http://www.icsbook.info/,chhatrashibir2028@gmail.com,"Jul 20, 2017","May 06, 2021",Everyone,https://icsbook.info/privacy_policy/privary_policy_tarun,False,False,False,2021-06-15 20:19:45
San Jose Gurdwara,sanjose.gurdwara.com.sanjosegurdwara,Social,5.0,10,500+,500,779,True,0,USD,6.9M,4.1 and up,SanJose Gurdwara,http://sanjosegurdwara.org,swapna.jadhav14@gmail.com,"Apr 8, 2018","Aug 20, 2019",Everyone,http://sanjosegurdwara.org/privacy_policy.html,False,False,False,2021-06-15 20:19:45
Addition Column Form,appinventor.ai_BryanWangWJ.AdditionColumnForm,Education,0.0,0,50+,50,69,True,0,USD,3.1M,2.1 and up,Bryan Wang,,bryanwangapp@gmail.com,"Sep 14, 2019","Sep 14, 2019",Everyone,https://bryanwangapp.blogspot.com/2019/09/privacy-policy.html,False,False,False,2021-06-15 20:19:46
Bible Word Search,bible.wordgame.verse.wordstacks.puzzle,Word,4.9,3159,"100,000+",100000,128722,True,0,USD,36M,4.4 and up,fatphoenix,http://www.tap4joys.com,tap4joysgm1@gmail.com,"Mar 18, 2020","Jul 16, 2020",Everyone,https://sites.google.com/view/tap4joyprivacypolicy/privacy-policy,True,True,False,2021-06-15 20:19:46
GPS Installer,com.sinopacific.installergps,Tools,4.5,8,500+,500,830,True,0,USD,10M,5.1 and up,Sinopacific Limited,http://m2mglobaltech.com,simon@m2mglobaltech.com,"Nov 1, 2017","May 05, 2021",Everyone,http://quiktrak.com.au/,False,False,False,2021-06-15 20:19:46
Banquest,com.banquest,Finance,0.0,0,100+,100,247,True,0,USD,7.4M,8.0 and up,Banquest,http://www.banquest.com,android@banquest.com,"Aug 10, 2017","Feb 20, 2021",Everyone,https://banquest.com/privacy-policy.php,False,False,False,2021-06-15 20:19:46
القران الكريم بدون اعلانات,com.rabai.quran,Books & Reference,0.0,0,500+,500,664,True,0,USD,60M,7.0 and up,IMAD RABAI,,rabaiimad@gmail.com,"Jan 16, 2020","Jan 16, 2020",Everyone,https://privacyimad.blogspot.com/,False,False,False,2021-06-15 20:19:46
Valentine Love Photo Frame,pomcoonglala.photo.frame.valentine.love.collage,Photography,4.5,245,"100,000+",100000,110259,True,0,USD,6.5M,4.4 and up,PomCoongLaDev,,pomcoonglala@gmail.com,"Feb 6, 2017","Oct 28, 2020",Everyone,http://cprcorp.com/policy/pomcoongphotoframe.html,True,False,False,2021-06-15 20:19:46
True Status,com.truestatus,Art & Design,0.0,0,10+,10,21,True,0,USD,3.9M,4.0.3 and up,Zone Softech,,zonesoftech@gmail.com,"Dec 12, 2019","Dec 12, 2019",Teen,,True,False,False,2021-06-15 20:19:46
Parlamento Nacional de Timor-Leste,com.parlamento.itania,Events,0.0,0,10+,10,18,True,0,USD,4.8M,5.0 and up,Parlamento.tl,http://itania.parlamento.tl,parlamento.tl@gmail.com,"Apr 11, 2021","Jun 13, 2021",Everyone,http://134.209.158.93/privacy-policy,False,False,False,2021-06-15 20:19:46
WiFi Analyzer Internet Speed Test,com.freewifi_hacker_speedanalyzer.wifianalyzerw,Tools,0.0,0,100+,100,159,True,0,USD,6.6M,4.1 and up,infixtechi,,infixtechi@gmail.com,"Feb 26, 2019","Nov 23, 2019",Everyone,,True,False,False,2021-06-15 20:19:46
Say IT Doc,com.breezewaytech.sid.sayitdoc,Social,3.8,18,"1,000+",1000,3458,True,0,USD,4.0M,4.1 and up,Say IT Doc,https://sayitdoc.com,parmarakshar8@gmail.com,"Feb 24, 2019","Oct 16, 2020",Teen,https://www.sayitdoc.com/privacy_policy.php,False,False,False,2021-06-15 20:19:46
Shop 13,com.shop1313,Shopping,4.3,18,"1,000+",1000,2340,True,0,USD,Varies with device,Varies with device,Sahar Alizadehetemadi,http://131313.ir/,info@131313.ir,"Jul 10, 2019","Jun 04, 2021",Everyone,http://131313.ir/policies/,False,False,False,2021-06-15 20:19:46
Ash Kreations 360,com.ashkreations,Entertainment,0.0,0,500+,500,670,True,0,XXX,8.1M,4.4 and up,Ash Kreations 360,,ashcreationuniverse@gmail.com,"Dec 2, 2020","Dec 20, 2020",Everyone,https://ashkreationsbin.blogspot.com/p/privacy-policy.html,True,False,False,2021-06-15 20:19:46
"Swedish Game: Word Game, Vocabulary Game",swedish.funny.game.vocabulary.word,Education,4.4,53,"10,000+",10000,12927,True,0,USD,Varies with device,4.1 and up,Fun Word Games Studio,,learn.vocabulary.game@gmail.com,"Oct 29, 2017","Sep 07, 2020",Everyone,http://chinhsachbaomatwordgame.blogspot.com/2017/10/chinh-sach-bao-mat.html,True,True,False,2021-06-15 20:19:46
Transmute Robot Superhero,com.crsh.transmute.robotsuperhero,Lifestyle,3.9,3157,"1,000,000+",1000000,3986369,True,0,USD,Varies with device,5.0 and up,crushiz,https://y89219098.app-ads-txt.com,crushygames1@gmail.com,"Mar 31, 2017","Aug 17, 2020",Teen,http://crushiz.blogspot.mx/,True,True,False,2021-06-15 20:19:46
Lipstick Color Ideas,com.LipstickColorIdeas.bbsdroid,Lifestyle,2.4,5,"10,000+",10000,11682,True,0,USD,5.0M,2.3 and up,bbsdroid,,bbsaputrasfc.bk1@gmail.com,"Oct 22, 2016","Oct 30, 2016",Everyone,,True,False,False,2021-06-15 20:19:46
Collapsy Stairs,com.subcortical.collapsystairs,Arcade,0.0,0,"1,000+",1000,2422,True,0,USD,17M,4.0.3 and up,SUBCORTICAL,,subcorticalapps@gmail.com,"Feb 5, 2019","May 18, 2019",Everyone,http://subcorticalapps.com/privacy_policy.html,True,False,False,2021-06-15 20:19:46
KARR S.W.A.T.,com.whgos.swatcustomerandroid,Business,2.5,73,"10,000+",10000,14264,True,0,USD,17M,4.1 and up,Webhouse Software Systems,,jeremyd@webhousegroup.com,"May 23, 2016","Oct 27, 2020",Everyone,,False,False,False,2021-06-15 20:19:46
EDUMORE,co.alexis.nmkkr,Education,0.0,0,10+,10,21,True,0,USD,38M,4.2 and up,Education Alexis Media,,support@classplus.co,"May 21, 2021","Jun 10, 2021",Everyone,https://bit.ly/2YDTip0,False,False,False,2021-06-15 20:19:46
SensorLab,com.project.hector.sensorlab,Education,5.0,6,100+,100,191,True,0,USD,6.0M,5.0 and up,apprendiendo fisica,,apprendiendo.fisica@gmail.com,"Jun 25, 2019","Jul 24, 2019",Everyone,http://www.uva.es/export/sites/uva/1.lauva/1.04.secretariageneral/1.04.08.proteccion_datos/index.html,False,False,False,2021-06-15 20:19:46
Simple RPG Dices,com.battistella.henrique.simplerpgdices,Lifestyle,0.0,0,1+,1,4,True,0,USD,3.6M,5.0 and up,HBattistella Dev,,henrique.battistella@gmail.com,"Jan 21, 2020","Jan 29, 2020",Everyone,,True,False,False,2021-06-15 20:19:47
Radio Netherlands,com.coworker.radio.nederland,Music & Audio,0.0,0,100+,100,119,True,0,USD,4.2M,4.0.3 and up,coworker,,coworker239@gmail.com,"Jan 15, 2017","Jul 11, 2017",Everyone,http://coworker-apps.com/r%C3%A8gles%20confidentialit%C3%A9.pdf,True,False,False,2021-06-15 20:19:47
Wood Canyon Store,com.woodcanyonstore.app,Shopping,0.0,0,1+,1,2,True,0,XXX,3.6M,4.4 and up,Souvik Karmakar,http://www.woodcanyonstore.com/,woodcanyonstore@gmail.com,"May 7, 2021","May 07, 2021",Everyone,http://www.woodcanyonstore.com/privacy-policy/,False,False,False,2021-06-15 20:19:47
monnaie et prix de l'or en Suisse,com.currencyandgoldprice.switzerland,Finance,0.0,0,50+,50,50,True,0,USD,3.5M,4.1 and up,bestimageswallpaper,,wladbldna.com@gmail.com,"Nov 23, 2018","Nov 23, 2018",Everyone,https://docs.google.com/document/d/15WENFmJgWBJqUFpEPPDTXHrIhIvkOaK2MyMFzcali1M,True,False,False,2021-06-15 20:19:47
Festival Art Rock,com.greencopper.android.artrock,Music & Audio,4.2,35,"10,000+",10000,10302,True,0,USD,58M,5.0 and up,Patron Technology Ltd,http://www.oneevent-oneapp.com/artrock-2019,support@greencopper.com,"Apr 22, 2015","Nov 07, 2019",Everyone,http://essaie.ca/GCPP,False,False,False,2021-06-15 20:19:47
Wat Traimit Bangkok Tour Guide,com.actiontourguide.wattraimit,Travel & Local,0.0,0,10+,10,40,True,0,USD,93M,4.0.3 and up,Action Tour Guide,http://www.actiondatasystems.com,development@actiondatasystems.com,"Mar 15, 2019","Jan 31, 2020",Everyone,https://www.actiontourguide.com/T&C.html,True,True,False,2021-06-15 20:19:47
Mod Godzilla Minecraft,com.Master.mod.skin.godzilla,Entertainment,4.1,93,"10,000+",10000,10398,True,0,USD,26M,4.4 and up,Master mod & skin,,mastermodsnskins@gmail.com,"May 9, 2021","May 09, 2021",Everyone,https://mods-of-master.flycricket.io/privacy.html,True,False,False,2021-06-15 20:19:47
Easy Mixed Martial Arts Tutorial,com.toptutorial.mixedmartialarts,Books & Reference,0.0,0,10+,10,47,True,0,USD,5.4M,4.1 and up,Warrior Tutorial,,warriortutorial@gmail.com,"Jun 13, 2019","Jun 14, 2019",Everyone,https://warriortutorial.blogspot.com/2019/04/privacy-and-policy-for-warrior.html,True,False,False,2021-06-15 20:19:47
Photo Editor & Collage Maker Pro 2021,com.photo.collage.editor.collagemaker,Beauty,4.6,442,"100,000+",100000,123429,True,0,USD,16M,4.1 and up,Mega Tech Inc.,https://s120ace4.app-ads-txt.com,edwardseigler58@gmail.com,"May 12, 2019","Nov 19, 2020",Everyone,https://sites.google.com/view/megatech-privacypolicy/home,True,False,False,2021-06-15 20:19:47
Piano Orchestra Sounds Ringtone,com.SugarDaddy.PianoSoundRingtone,Music & Audio,0.0,0,"1,000+",1000,1316,True,0,USD,11M,2.2 and up,Sugar Daddy Developer,http://omahnico.com/,projecthalalnan@gmail.com,"Apr 21, 2018","Apr 21, 2018",Everyone,,True,False,False,2021-06-15 20:19:47
AKKA Events,com.myqaa.group.akka,Business,0.0,0,100+,100,253,True,0,USD,9.7M,4.4 and up,myQaa SAS,https://myqaa.com,apps@myqaa.com,"Jan 15, 2019","May 15, 2019",Everyone,https://myqaa.com/privacy-policy.php,False,False,False,2021-06-15 20:19:47
Defective pixel and Touch panel Checker,com.Riceon.Checker,Tools,0.0,0,100+,100,255,True,0,USD,23M,4.1 and up,riceon,http://riceon.main.jp/index.html,riceon.dev@gmail.com,"Mar 16, 2019","May 27, 2019",Everyone,http://app.riceon.main.jp/?eid=1,True,False,False,2021-06-15 20:19:47
New Vision Online,com.subsplashconsulting.s_KHWGWB,Lifestyle,0.0,0,50+,50,64,True,0,USD,52M,6.0 and up,New Vision Baptist Church,http://www.subsplash.com/,appsupport@subsplash.com,"Nov 11, 2020","May 02, 2021",Everyone,http://www.subsplash.com/legal/privacy,False,False,False,2021-06-15 20:19:47
Red Bay Alabama Radio Stations,com.redbayalabamaradiostations.alabamaradio,Music & Audio,0.0,0,1+,1,2,True,0,USD,5.6M,4.4 and up,henvel,https://henvelapps87.blogspot.com,henryjvf@gmail.com,"Jul 14, 2020","Jul 15, 2020",Teen,https://www.facebook.com/notes/henvel-apps/privacy-policy-for-mobile-applications/307748566516458/,True,False,False,2021-06-15 20:19:47
İsem Dijital,com.impark.isemdijital,Education,2.4,853,"100,000+",100000,119488,True,0,USD,Varies with device,4.1 and up,İMPARK,http://www.impark.com.tr,yonetim@impark.com.tr,"Mar 15, 2019","Nov 02, 2020",Everyone,http://impark.com.tr/gizlilik_sozlesmesi.pdf,False,False,False,2021-06-15 20:19:48
Subtitle,com.passsong.subtitlefree,Education,3.6,8,"1,000+",1000,1936,True,0,USD,1.3M,4.0.3 and up,주식회사패스송,http://www.passsong.com,info@passsong.com,"Dec 24, 2013","Mar 20, 2019",Everyone,,False,False,False,2021-06-15 20:19:48
Ibiza Airport Guide - Flight information IBZ,com.trackingtopia.ibizaairportguide,Travel & Local,0.0,0,100+,100,379,True,0,USD,19M,5.0 and up,TrackingTopia,,trackingtopia@gmail.com,"May 14, 2019","May 24, 2021",Everyone,https://www.dropbox.com/s/0ic3pwq0im2deix/Privacy%20Policy.pdf?dl=0,True,False,False,2021-06-15 20:19:48
Animal Hunting - Wild Shooting,com.ars.AnimalSniperShooterTheJungleHunting,Adventure,0.0,0,100+,100,162,True,0,USD,48M,4.4 and up,Real Fighting Games,,info@arcadestudiosbd.com,"May 8, 2021","May 09, 2021",Teen,http://3dme.org/app-privacy-policy/,True,False,False,2021-06-15 20:19:48
"Pocket Agenda - To-Do List, Reminders, Organizer",com.pocketagenda.ved,Education,0.0,0,10+,10,18,True,0,USD,1.5M,4.4 and up,Ved Tiwari,,vedt1145@gmail.com,"May 8, 2020","May 08, 2020",Everyone,https://pocket-agenda.flycricket.io/privacy.html,False,False,False,2021-06-15 20:19:48
ZEIT AUDIO,de.zeit.audio,News & Magazines,4.6,1831,"50,000+",50000,59566,True,0,USD,13M,5.0 and up,ZEIT ONLINE,http://www.zeit.de,apps@zeit.de,"Apr 16, 2014","Feb 01, 2021",Everyone,http://www.zeit.de/hilfe/datenschutz,False,True,False,2021-06-15 20:19:48
Fancy Parivar,com.vision.fancygroup,Social,0.0,0,10+,10,13,True,0,USD,8.5M,4.0.3 and up,Optimum Technology,http://fancyparivar.visioninfotech.net,hr@visioninfotech.net,"Oct 8, 2019","Oct 09, 2019",Teen,http://fancyparivar.visioninfotech.net/policy,False,False,False,2021-06-15 20:19:48
Promotor,com.touchesbegan.promotor,Productivity,,,100+,100,135,True,0,USD,Varies with device,Varies with device,TouchesBegan,http://www.touchesbegan.com,info@touchesbegan.com,,"Aug 14, 2017",Everyone,,False,False,False,2021-06-15 20:19:48
Swellby Session Notes,com.sessionnotes,Business,0.0,0,100+,100,276,True,0,USD,26M,6.0 and up,"Swellby, Inc.",http://www.swellby.com,dennis@swellby.com,"Apr 10, 2018","May 13, 2021",Everyone,https://www.swellby.com/,False,False,False,2021-06-15 20:19:48
Disco Lights (flashing!),tech.bogomolov.discolight,Entertainment,0.0,0,100+,100,357,True,0,USD,1.3M,4.1 and up,Konstantin Bogomolov,https://bogomolov.tech,konstantin@bogomolov.tech,"May 23, 2020","May 28, 2020",Everyone,https://sites.google.com/view/discolight/home,False,False,False,2021-06-15 20:19:48
Biochemistry MCQ,com.BiochemistryMCQ.BiochemistryMCQ,Education,0.0,0,"1,000+",1000,3141,True,0,USD,3.0M,4.4 and up,RajalakshmiRTY,http://www.mcqweb.com,rajalakshmi100384@gmail.com,"Oct 11, 2019","Jan 09, 2021",Everyone,http://www.mcqweb.com/privacy_Policy/BiochemistryMCQ.html,True,False,False,2021-06-15 20:19:48
HD Video Player (IPTV) Mp4 Max - All Format,com.croynox.hdvideoplayeriptv,Video Players & Editors,3.9,397,"50,000+",50000,71428,True,0,USD,16M,4.0.3 and up,Croynox,,croynox700@gmail.com,"Sep 21, 2018","Sep 21, 2018",Everyone,https://pastebin.com/KvN42Tpi,True,False,False,2021-06-15 20:19:48
忍者道場,jp.ac.kobedenshi.gamesoft.w_itou17,Action,0.0,0,100+,100,306,True,0,USD,11M,4.1 and up,Kobedenshi Gamesoft,https://www.facebook.com/KobedenshiGame/,gow@kobedenshi.ac.jp,"Jul 13, 2017","Jul 16, 2017",Everyone 10+,,False,False,False,2021-06-15 20:19:48
Active Kids - Kinder/Preschooler App,com.ttb.kinderactive,Education,0.0,0,100+,100,143,True,0,USD,54M,5.0 and up,TTB Global,http://www.trackthebird.com,kinderactiveteam@gmail.com,"Jul 31, 2019","Aug 22, 2019",Everyone,https://trackthebird.com/kinder_active_privacy_policy.html,False,False,False,2021-06-15 20:19:48
SIAC Condomínios Lages,br.com.torinoinfo.cpmobilelages,Tools,0.0,0,10+,10,12,True,0,USD,36M,5.0 and up,Torino Informática,http://www.torinoinfo.com.br,suporte@torinoinfo.com.br,"Apr 30, 2020","Oct 17, 2020",Everyone,https://www.siacje.com.br/Main/Privacidade.aspx,False,False,False,2021-06-15 20:19:48
Zavia (Part-2) by Ashfaq Ahmed - Offline,com.kambohstudio.zaviapart_2.urdubooks.free,Books & Reference,4.4,34,"5,000+",5000,5501,True,0,USD,62M,4.1 and up,Kamboh Studio,,kambohstudio68@gmail.com,"Oct 1, 2018","Nov 19, 2018",Everyone,https://docs.google.com/document/d/e/2PACX-1vRh7B3QDdUIAPsEqd7F6aC3_k03Nl7A5gqmZlf3hGcZLMbPCiDH_YIhJ0lWwrXXRZuG24U9OBdmUpll/pub,True,False,False,2021-06-15 20:19:48
Ticketspice Scanner,com.webconnex.ticketspice,Business,3.7,6,"1,000+",1000,4347,True,0,USD,10M,7.0 and up,Webconnex LLC,http://ticketspice.com,googleplay@ticketspice.com,"Aug 14, 2019","May 17, 2021",Everyone,https://www.ticketspice.com/privacy-policy/,False,False,False,2021-06-15 20:19:49
Tank War,com.wapikopa.tankwar,Action,0.0,0,50+,50,66,True,0,XXX,16M,4.1 and up,Wapikopa,https://wapikopa.com/,wapikopa@gmail.com,"Dec 26, 2020","Dec 26, 2020",Everyone,,True,False,False,2021-06-15 20:19:49
John Brick,com.AppsBergman.JohnBrick,Action,3.9,11,500+,500,522,True,0,USD,133M,4.4 and up,Apps Bergman,https://appsbergman.com/,contato@appsbergman.com,"Mar 19, 2021","Mar 22, 2021",Teen,http://appsbergman.com/privacy_policy.html,True,False,False,2021-06-15 20:19:49
Unicorn Birthday Cake and Candles,com.UnicornBirthdayCakeandCandlesFFAPPS,Entertainment,3.7,18,"5,000+",5000,9617,True,0,USD,16M,4.4 and up,Fast and Fun Apps,,fastandfununiqueapps@gmail.com,"Mar 12, 2019","Mar 14, 2019",Everyone,https://fastandfununiqueap.wixsite.com/fastandfun,True,False,False,2021-06-15 20:19:49
Germany wallpapers,com.andromo.dev862039.app1067226,Entertainment,0.0,0,50+,50,65,True,0,USD,7.1M,4.1 and up,FDP Apps,,fdpapps@gmail.com,"Dec 2, 2019","Oct 13, 2020",Everyone,https://www.facebook.com/notes/maria-ps/pol%C3%ADticas-de-privacidad-fdp-apps/106480363817058/,True,False,False,2021-06-15 20:19:49
sundarara kanda by m s ramarao,sundarakanda.vipulapps.com.sundarakanda,Music & Audio,4.8,127,"10,000+",10000,13703,True,0,USD,51M,4.0.3 and up,VSK apps,,vipulappseries@gmail.com,"Feb 16, 2017","Feb 17, 2017",Everyone,,True,False,False,2021-06-15 20:19:49
Brain teaser game,com.microdev.brain_teaser_game,Trivia,0.0,0,50+,50,70,True,0,USD,4.6M,4.1 and up,"Smarter Everywhere — Games, Quizzes, Tests",https://microdevelopmentapps.blogspot.com,microdevelopment1@gmail.com,"Jan 12, 2020","Jul 17, 2020",Everyone,https://microdevelopmentapps.blogspot.com/p/blog-page.html,True,False,False,2021-06-15 20:19:49
Dainik Savera Times,com.readwhere.whitelabel.dainiksavera,News & Magazines,4.3,312,"10,000+",10000,46736,True,0,USD,23M,5.0 and up,DAINIK SAVERA NEWS AND MEDIA NETWORK,http://www.dainiksaveratimes.com,dainiksaveravideos@gmail.com,"Dec 24, 2014","May 14, 2021",Everyone,http://dainiksaveratimes.com/privacy-policy/,True,False,False,2021-06-15 20:19:49
Tile Jump: Find the Path,com.zilmergames.tilejump.pathfinder,Puzzle,0.0,0,10+,10,39,True,0,USD,64M,4.1 and up,Zilmer Games,https://zilmergames.com/,zilmergames@gmail.com,"Jun 12, 2018","Jan 15, 2019",Everyone,https://zilmergames.com/privacy/,True,True,False,2021-06-15 20:19:49
"SnapScan – Scan, Sign, Share Documents",com.snapscan.scan,Productivity,4.3,20,"1,000+",1000,3327,True,0,USD,152M,6.0 and up,Murthy Kotta,https://www.snapscan.ai/,connect@snapscan.ai,"Jan 3, 2021","May 30, 2021",Everyone,https://www.snapscan.ai/,True,False,False,2021-06-15 20:19:49
Indiana Center for Recovery,com.caredfor.icr,Health & Fitness,0.0,0,100+,100,179,True,0,USD,15M,5.0 and up,CaredFor,,ben@caredfor.com,"Apr 9, 2020","Jun 01, 2020",Teen,https://icr.caredfor.com/privacy-policy,False,False,False,2021-06-15 20:19:49
opti*Map ED (Deutschland),de.HenkeSoft.optiMap_ED,Maps & Navigation,0.0,0,100+,100,120,True,0,USD,136M,4.1 and up,Jens-Christian Henke,http://www.opti-map.de,optiMap@henkesoft.de,,"Jun 14, 2021",Everyone,http://www.en.de/optiMap_Privacy_Policy_EN.html,False,False,False,2021-06-15 20:19:49
Bệnh viện Quận 2 - Đặt khám online,youmed.bv.bvq2,Medical,4.6,16,500+,500,872,True,0,USD,23M,4.1 and up,YouMed Vietnam,https://youmed.vn/,hostmaster@youmed.vn,"Dec 6, 2019","Jun 15, 2021",Everyone,https://www.termsfeed.com/privacy-policy/81038858594d4ebdf20edb4f1731c5cb,True,False,False,2021-06-15 20:19:49
Radio of Life,com.ktfj.player,Music & Audio,0.0,0,10+,10,46,True,0,USD,2.1M,6.0 and up,Skagit Valley Family Radio,http://www.radiooflife.org,admin@radiooflife.org,"May 1, 2017","Nov 22, 2019",Everyone,https://securenetsystems.net/mobileapp/app_privacy.html,True,False,False,2021-06-15 20:19:49
Mélélémo,com.patquoi.Melelemo,Puzzle,0.0,0,5+,5,9,True,0,USD,1.4M,1.6 and up,Patrice Fouquet,http://patquoi.fr,android@patquoi.fr,"Sep 2, 2020","Sep 20, 2020",Everyone,,False,False,False,2021-06-15 20:19:49
Cherry Lodge Golf Club,com.gallusgolf.c280.android.cherrylodge,Sports,0.0,0,100+,100,222,True,0,USD,17M,5.1 and up,Gallus Golf,http://GallusGolf.com,AndroidDeveloper@gallusgolf.com,"Jul 9, 2013","Jun 09, 2021",Everyone,http://gallusgolf.com/privacy,False,False,False,2021-06-15 20:19:49
Matbørsen,com.lexitgroup.matborsen,Business,0.0,0,100+,100,189,True,0,USD,38M,4.1 and up,Lexit Group Norway AS,http://www.matborsen.no,ordre@matborsen.no,"Jul 7, 2017","Aug 27, 2019",Everyone,http://www.lexit.no/aktuelt/personvern-i-vare-mobilapplikasjoner,False,False,False,2021-06-15 20:19:49
CRICKET FORECASTER (PREDICTION IN %),com.appybuilder.laxmibhukta.CRICKETFORECASTER,Sports,4.5,83,"10,000+",10000,31286,True,0,USD,9.5M,4.4 and up,SPORTSERA LTD,,laxmibhukta@gmail.com,"Aug 12, 2018","Jun 03, 2020",Everyone,,True,False,False,2021-06-15 20:19:49
UCM Radio-The Beat,com.codecanyon.thebeat,Entertainment,0.0,0,100+,100,172,True,0,USD,4.5M,4.0 and up,Citrus3,http://www.citrus3.com,info@citrus3.com,"Feb 8, 2017","Feb 08, 2017",Everyone,http://citrus3.com/privacypolicy.htm,False,False,False,2021-06-15 20:19:50
Lift It!,com.ITHypeLLC.LiftIt,Sports,1.3,6,500+,500,513,True,0,USD,40M,4.4 and up,HYPE LLC,,contact@it-hype.com,"Mar 19, 2021","Mar 26, 2021",Everyone,,True,False,False,2021-06-15 20:19:50
Make Money Online - Best & Easy Ways to Earn Money,com.appix.makemoney,Finance,4.3,318,"10,000+",10000,27296,True,0,USD,8.4M,4.4 and up,Appix Inc.,,tmr.play1@gmail.com,"Sep 2, 2020","May 03, 2021",Everyone,https://makemoney3-appix.blogspot.com/2020/09/make-money-online-3-privacy-policy.html,True,False,False,2021-06-15 20:19:50
Wealth Grow,com.dipl.wealthgrow.app,Finance,0.0,0,10+,10,22,True,0,USD,3.2M,4.1 and up,Dips Imagination Pvt. Ltd.,,dipl.ahdi@gmail.com,"May 1, 2021","May 10, 2021",Everyone,http://fincorponline.com/app_policy/wealthgrow/privacypolicy.htm,False,False,False,2021-06-15 20:19:50
Arabic Keyboard 2020-Speech To Text Keyboard,com.arabickeyboard.voicetyping.keyboard,Tools,0.0,0,100+,100,142,True,0,USD,3.6M,5.0 and up,Rafsan Jani Syed,,rafsanjanisyed13@gmail.com,"Jan 14, 2020","Feb 15, 2020",Everyone,https://arabckeyboardspeech.blogspot.com/,True,False,False,2021-06-15 20:19:50
GPSVT - GPS Vehicle Tracking from Enterox,com.enterox.gpsvt,Maps & Navigation,0.0,0,10+,10,34,True,0,USD,2.0M,4.0 and up,Enterox - ERP and IoT apps for companies and users,http://www.gpsvt.com,contact@enterox.com,"Sep 30, 2020","Sep 30, 2020",Everyone,https://www.enterox.com/install/terms.htm,False,False,False,2021-06-15 20:19:50
